ctry,year,gdp_pc,urban,lit,Ex,water,sewage,elec,us_aid,tfr,gyear,y,wy,max_le,ctry_year,igdp_pc,iurban,ilit,itfr,iwater,isewage,ielec,igdp_log,iurban_log,ilit_log,iwater_log,isewage_log,ielec_log,zyear
Dominican_Republic,1934,,,,41.3881244659424,,,,,,1950,0.54813846852688,-0.23019398181359,75.5066955566406,Dominican_Republic.1950,1026.78833007813,16.0722611072338,26.9229519083216,7.40000009536743,53.5999984741211,23.2999992370605,61.7999992370606,-0.976711688098654,-0.979385977411425,-0.819487436989774,-0.218155573046466,-0.714218415672309,-0.0859980784885757,-0.863662312824306
El_Salvador,1934,939.735107421875,,,30.8686408996582,,,,,,1950,0.440900460882628,-0.542268553298184,70.0127208709717,El_Salvador.1950,939.735107421875,37,30.8,6.5,74.8000030517578,50,77,-1.06530473676428,-0.145562938242554,-0.68495190061619,0.115113313124001,0.0493512619283649,0.133903991246762,-0.863662312824306
Guatemala,1934,1511.85571289063,,,31.6334171295166,,,,,,1950,0.452654199289388,-0.506378029828132,69.8842895507813,Guatemala.1950,1511.85571289063,24.5730121857093,21,7.09999990463257,51.2000007629395,18,35.7999992370605,-0.589809647496502,-0.554832075787013,-1.0679441528723,-0.263965065708709,-0.972299985603616,-0.631953558511425,-0.863662312824306
Honduras,1934,1210.78430175781,,,35.5706825256348,,,,,,1950,0.476882183503024,-0.433943953467757,74.5900848388672,Honduras.1950,1210.78430175781,31,34.2078679795248,7.5,72.8000030517578,48.2000007629395,74.5899963378906,-0.811879159818388,-0.322493646401632,-0.580010915105575,0.088011384467058,0.012687293385393,0.102104970263629,-0.863662312824306
Mexico,1934,1573.92248535156,,,33.8887195587158,,,,,,1950,0.447393157045428,-0.522377956795718,75.7470672607422,Mexico.1950,1573.92248535156,30.7221592158978,39.2444395569855,6.90000009536743,82.3000030517578,65.9000015258789,95.2399978637695,-0.549576590853056,-0.331496658101482,-0.442656823741015,0.210666532108589,0.32546672116314,0.346498568581769,-0.863662312824306
Panama,1934,,,,33.7018527984619,,,,,,1950,0.421246300194139,-0.603529022621477,80.0051010131836,Panama.1950,2112.51586914063,27.6250583080379,50.9617638299852,5.69999980926514,75.3000030517578,42.4000015258789,65.3000030517578,-0.255267900477705,-0.437757580352887,-0.181390967882419,0.121775562678508,-0.11552334527416,-0.0309093475901152,-0.863662312824306
Peru,1934,1740.33532714844,,,34.0281257629395,,,,,,1950,0.458403519544863,-0.489008595649483,74.2318161010742,Peru.1950,1740.33532714844,29.0560316402448,38.8289618995501,6.90000009536743,55.9000015258789,41.2999992370605,54.9700012207031,-0.449069681306987,-0.387254759528346,-0.45330018170475,-0.176140205197697,-0.141809262005904,-0.203113826527638,-0.863662312824306
Uruguay,1934,3220.8857421875,,,53.5142974853516,,,,,,1950,0.694784827248072,0.171208591464949,77.0228355407715,Uruguay.1950,3220.8857421875,51.2948599718608,78,2.70000004768372,83.5,91.1999969482422,79.3300018310547,0.166508904225664,0.181109700789747,0.244242236093872,0.225142019201479,0.650383120118247,0.16371495978848,-0.863662312824306
Venezuela,1934,2994.88696289063,,,34.5467033386231,,,,,,1950,0.467127175794265,-0.462873132523915,73.9556701660156,Venezuela.1950,2994.88696289063,29.6948783598903,38.1414909802967,6.5,89.9000015258789,82,98.9899978637695,0.0937589961975647,-0.365506265743549,-0.471163898888195,0.298993345795312,0.544047503764472,0.385117382744529,-0.863662312824306
Argentina,1935,3950.00903320313,,,52.9798889160156,,,,,,1950,0.695863649773769,0.174187865873002,76.1354454040527,Argentina.1950,3950.00903320313,53.3337999274727,78.5,3.20000004768372,84.1999969482422,74.3000030517578,81.3199996948242,0.370570373079371,0.220089424280782,0.250632034192644,0.233490272348795,0.445439249297388,0.188490554400447,-0.830823171346603
Bolivia,1935,,,,33.8261642456055,,,,,,1950,0.477453413228108,-0.432259177797079,70.847046661377,Bolivia.1950,1689.82458496094,26.4130113551228,26.3761385599154,6.80000019073486,39.5999984741211,14.3999996185303,35.1699981689453,-0.478522765051198,-0.482624107786616,-0.840006831582757,-0.520875532927193,-1.19544356340878,-0.649708036184003,-0.830823171346603
Brazil,1935,1149.98657226563,,,41.3993701934815,,,,,,1950,0.567204226022495,-0.177346772528662,72.9884727478027,Brazil.1950,1149.98657226563,30.3621381137597,42,6.19999980926514,22.6299991607666,21.5100002288818,36.8400001525879,-0.863397226701683,-0.343284475484695,-0.374796972312351,-1.08042819009488,-0.794153789579425,-0.603317215077908,-0.830823171346603
Chile,1935,2761.24340820313,,,37.2164573669434,,,,,,1950,0.471780100311248,-0.449036808834477,78.8851783752441,Chile.1950,2761.24340820313,46.8600090977503,74,5,79.8000030517578,50.2999992370606,74.4300003051758,0.0125335957804094,0.090683776340319,0.191598502608451,0.17981893004301,0.0553333184381302,0.0999576598650691,-0.830823171346603
Colombia,1935,1676.53845214844,,,37.0285243988037,,,,,,1950,0.493534597727839,-0.385222481912209,75.0272109985352,Colombia.1950,1676.53845214844,27.3802598878677,54.5,6.80000019073486,67.9000015258789,55.7999992370606,60.9599990844727,-0.486416270089934,-0.446658539184463,-0.114265888926521,0.0183314443817624,0.159102112214734,-0.0996835342470241,-0.830823171346603
Costa_Rica,1935,1527.27270507813,,,45.0119247436523,,,,,,1950,0.564604889798556,-0.184522343749175,79.7228744506836,Costa_Rica.1950,1527.27270507813,23.4619864259878,70,6.69999980926514,78.5,41.4000015258789,64.870002746582,-0.57966389363925,-0.601099338356489,0.13602865145364,0.163394012133032,-0.139390825811534,-0.0375161210421711,-0.830823171346603
Cuba,1935,1371.23901367188,,,42.2818775177002,,,,,,1950,0.534763654954936,-0.267605321155127,79.0664756774902,Cuba.1950,1371.23901367188,42.8478400065171,73.7838768786365,4.09999990463257,89.5,81.5,94.1600036621094,-0.687432772050181,0.00117438463716368,0.188673646663376,0.294534012625478,0.537931276747036,0.335094071237509,-0.830823171346603
Dominican_Republic,1935,,,,41.4848499298096,,,,,,1950,0.549419486894247,-0.226626486614513,75.5066955566406,Dominican_Republic.1950,1026.78833007813,16.5070281435915,27.3341648119903,7.40000009536743,53.5999984741211,23.2999992370605,61.7999992370606,-0.976711688098654,-0.952694612573926,-0.804329212511388,-0.218155573046466,-0.714218415672309,-0.0859980784885757,-0.830823171346603
El_Salvador,1935,1020.9150390625,,,30.9375839233398,,,,,,1950,0.441885182270741,-0.539241265722965,70.0127208709717,El_Salvador.1950,1020.9150390625,37,31.5,6.5,74.8000030517578,50,77,-0.982448170452762,-0.145562938242554,-0.662479044764132,0.115113313124001,0.0493512619283649,0.133903991246762,-0.830823171346603
Guatemala,1935,1712.12121582031,,,31.7995147705078,,,,,,1950,0.455030951518807,-0.49918319774067,69.8842895507813,Guatemala.1950,1712.12121582031,24.5135003001443,21.5,7.09999990463257,51.2000007629395,18,35.7999992370605,-0.465414413871462,-0.557256852439893,-1.0444136554621,-0.263965065708709,-0.972299985603616,-0.631953558511425,-0.830823171346603
Honduras,1935,1134.61535644531,,,37.2209758758545,,,,,,1950,0.499007018912244,-0.369379321301355,74.5900848388672,Honduras.1950,1134.61535644531,31,34.2824462079968,7.5,72.8000030517578,48.2000007629395,74.5899963378906,-0.876853792221481,-0.322493646401632,-0.577833139785607,0.088011384467058,0.012687293385393,0.102104970263629,-0.830823171346603
Mexico,1935,1660.34826660156,,,34.1356601715088,,,,,,1950,0.450653225345405,-0.512451296029462,75.7470672607422,Mexico.1950,1660.34826660156,31.4817949700911,40.3077947450936,6.90000009536743,82.3000030517578,65.9000015258789,95.2399978637695,-0.496120113196659,-0.307071409582844,-0.415921722353533,0.210666532108589,0.32546672116314,0.346498568581769,-0.830823171346603
Panama,1935,,,,34.2568588256836,,,,,,1950,0.428183433204323,-0.581718466101966,80.0051010131836,Panama.1950,2112.51586914063,28.1474965781486,52.5,5.69999980926514,75.3000030517578,42.4000015258789,65.3000030517578,-0.255267900477705,-0.419022431760209,-0.151653420998141,0.121775562678508,-0.11552334527416,-0.0309093475901152,-0.830823171346603
Peru,1935,1873.08532714844,,,34.1172370910645,,,,,,1950,0.45960396610276,-0.485396677260664,74.2318161010742,Peru.1950,1873.08532714844,29.8672321162852,39.3061942757132,6.90000009536743,55.9000015258789,41.2999992370605,54.9700012207031,-0.375560513887623,-0.359718887288314,-0.441084468982372,-0.176140205197697,-0.141809262005904,-0.203113826527638,-0.830823171346603
Uruguay,1935,3355.56762695313,,,54.0976829528809,,,,,,1950,0.702359015648608,0.19216236784699,77.0228355407715,Uruguay.1950,3355.56762695313,51.8210127698673,78.5,2.70000004768372,83.5,91.1999969482422,79.3300018310547,0.207473451756583,0.191314868052099,0.250632034192644,0.225142019201479,0.650383120118247,0.16371495978848,-0.830823171346603
Venezuela,1935,3180.65649414063,,,35.1317462921143,,,,,,1950,0.475037900586264,-0.439390298803932,73.9556701660156,Venezuela.1950,3180.65649414063,30.2940936223394,38.7257972797244,6.5,89.9000015258789,82,98.9899978637695,0.153940127465708,-0.345528087328563,-0.455960616261355,0.298993345795312,0.544047503764472,0.385117382744529,-0.830823171346603
Argentina,1936,3911.9638671875,,,53.3454685211182,,,,,,1950,0.700665350258509,0.187469202865381,76.1354454040527,Argentina.1950,3911.9638671875,54.043073127981,79.2,3.20000004768372,84.1999969482422,74.3000030517578,81.3199996948242,0.36089202300799,0.233300528241555,0.259509708224661,0.233490272348795,0.445439249297388,0.188490554400447,-0.7979840298689
Bolivia,1936,,,,34.0137386322022,,,,,,1950,0.480101009640888,-0.424463333577358,70.847046661377,Bolivia.1950,1689.82458496094,27.0719456978004,26.6823786395938,6.80000019073486,39.5999984741211,14.3999996185303,35.1699981689453,-0.478522765051198,-0.45798287330864,-0.828463219114751,-0.520875532927193,-1.19544356340878,-0.649708036184003,-0.7979840298689
Brazil,1936,1235.10327148438,,,41.7377109527588,,,,,,1950,0.571839762930445,-0.164570717931326,72.9884727478027,Brazil.1950,1235.10327148438,30.7353013736787,42.3783556794398,6.19999980926514,22.6299991607666,21.5100002288818,36.8400001525879,-0.791992905498861,-0.331068975022643,-0.365828837955198,-1.08042819009488,-0.794153789579425,-0.603317215077908,-0.7979840298689
Chile,1936,2847.45532226563,,,37.5558681488037,,,,,,1950,0.476082692874908,-0.436303638127841,78.8851783752441,Chile.1950,2847.45532226563,47.5050853196235,73.6875321870977,5,79.8000030517578,50.2999992370606,74.4300003051758,0.0432782333368698,0.104355913783866,0.187367024507171,0.17981893004301,0.0553333184381302,0.0999576598650691,-0.7979840298689
Colombia,1936,1744.44775390625,,,37.0345077514648,,,,,,1950,0.493614346829285,-0.384991030439666,75.0272109985352,Colombia.1950,1744.44775390625,27.8741893962358,55,6.80000019073486,67.9000015258789,55.7999992370606,60.9599990844727,-0.446709460557959,-0.428779701484993,-0.105133405363248,0.0183314443817624,0.159102112214734,-0.0996835342470241,-0.7979840298689
Costa_Rica,1936,1600,,,45.2094707489014,,,,,,1950,0.567082798511836,-0.177681789365742,79.7228744506836,Costa_Rica.1950,1600,24.196973868507,70.6,6.69999980926514,78.5,41.4000015258789,64.870002746582,-0.533143863472177,-0.570253272299047,0.144563553903477,0.163394012133032,-0.139390825811534,-0.0375161210421711,-0.7979840298689
Cuba,1936,1573.09399414063,,,42.8755722045899,,,,,,1950,0.542272459183308,-0.246564235705253,79.0664756774902,Cuba.1950,1573.09399414063,43.6316023092957,74.2957999238139,4.09999990463257,89.5,81.5,94.1600036621094,-0.550103115728586,0.0193008605181433,0.195587830913959,0.294534012625478,0.537931276747036,0.335094071237509,-0.7979840298689
Dominican_Republic,1936,,,,41.6327705383301,,,,,,1950,0.551378526518879,-0.221175750863145,75.5066955566406,Dominican_Republic.1950,1026.78833007813,16.9489572114082,27.794637384288,7.40000009536743,53.5999984741211,23.2999992370605,61.7999992370606,-0.976711688098654,-0.926274540403684,-0.78762348835245,-0.218155573046466,-0.714218415672309,-0.0859980784885757,-0.7979840298689
El_Salvador,1936,985.161315917969,,,31.0088176727295,,,,,,1950,0.442902622365962,-0.53611739937248,70.0127208709717,El_Salvador.1950,985.161315917969,37,32.2,6.5,74.8000030517578,50,77,-1.01809737143166,-0.145562938242554,-0.640500138045357,0.115113313124001,0.0493512619283649,0.133903991246762,-0.7979840298689
Guatemala,1936,2305.44555664063,,,31.9664735794067,,,,,,1950,0.457420026516523,-0.491971505193276,69.8842895507813,Guatemala.1950,2305.44555664063,24.463398798794,22,7.09999990463257,51.2000007629395,18,35.7999992370605,-0.167873534888342,-0.559302776936884,-1.0214241372374,-0.263965065708709,-0.972299985603616,-0.631953558511425,-0.7979840298689
Honduras,1936,1133.01892089844,,,36.0662670135498,,,,,,1950,0.48352629027654,-0.414408643745967,74.5900848388672,Honduras.1950,1133.01892089844,31,34.3712414430718,7.5,72.8000030517578,48.2000007629395,74.5899963378906,-0.878261810989385,-0.322493646401632,-0.575246380424933,0.088011384467058,0.012687293385393,0.102104970263629,-0.7979840298689
Mexico,1936,1768.43481445313,,,34.6609439849854,,,,,,1950,0.457587933611646,-0.491465420612224,75.7470672607422,Mexico.1950,1768.43481445313,32.2436285754023,41.406944820957,6.90000009536743,82.3000030517578,65.9000015258789,95.2399978637695,-0.433052622963052,-0.283160390716665,-0.389017974534314,0.210666532108589,0.32546672116314,0.346498568581769,-0.7979840298689
Panama,1936,,,,35.1730442047119,,,,,,1950,0.43963502025847,-0.546164487170871,80.0051010131836,Panama.1950,2112.51586914063,28.6700497336667,54.0059328860084,5.69999980926514,75.3000030517578,42.4000015258789,65.3000030517578,-0.255267900477705,-0.400627836299364,-0.123372681807107,0.121775562678508,-0.11552334527416,-0.0309093475901152,-0.7979840298689
Peru,1936,1931.43420410156,,,34.2067794799805,,,,,,1950,0.460810219615326,-0.481772333001721,74.2318161010742,Peru.1950,1931.43420410156,30.6784296760073,39.7960409909469,6.90000009536743,55.9000015258789,41.2999992370605,54.9700012207031,-0.344884654837887,-0.332921059660922,-0.428699155842328,-0.176140205197697,-0.141809262005904,-0.203113826527638,-0.7979840298689
Uruguay,1936,3458.97290039063,,,52.7384986877441,,,,,,1950,0.684712505291076,0.143468434214939,77.0228355407715,Uruguay.1950,3458.97290039063,52.3710087625321,79,2.70000004768372,83.5,91.1999969482422,79.3300018310547,0.237824202685072,0.201872319440454,0.256981261871302,0.225142019201479,0.650383120118247,0.16371495978848,-0.7979840298689
Venezuela,1936,3448.98608398438,,,35.7845287322998,,,,,,1950,0.483864572546915,-0.413417507334448,73.9556701660156,Venezuela.1950,3448.98608398438,30.9160567533028,39.3318638103619,6.5,89.9000015258789,82,98.9899978637695,0.234932806431427,-0.32520516591791,-0.440431616249606,0.298993345795312,0.544047503764472,0.385117382744529,-0.7979840298689
Argentina,1937,4125.3134765625,,,53.7140598297119,,,,,,1950,0.705506607922894,0.200896890350767,76.1354454040527,Argentina.1950,4125.3134765625,54.7489342227016,79.9,3.20000004768372,84.1999969482422,74.3000030517578,81.3199996948242,0.413994518499491,0.246277051368335,0.268309262176509,0.233490272348795,0.445439249297388,0.188490554400447,-0.765144888391197
Bolivia,1937,,,,34.2025108337402,,,,,,1950,0.482765513109047,-0.416638871258952,70.847046661377,Bolivia.1950,1689.82458496094,27.7090035976657,26.9981821639005,6.80000019073486,39.5999984741211,14.3999996185303,35.1699981689453,-0.478522765051198,-0.4347234508805,-0.816697054120917,-0.520875532927193,-1.19544356340878,-0.649708036184003,-0.765144888391197
Brazil,1937,1249.90307617188,,,42.0813274383545,,,,,,1950,0.576547581475752,-0.151620737982654,72.9884727478027,Brazil.1950,1249.90307617188,31.1029906356812,42.7621224390197,6.19999980926514,22.6299991607666,21.5100002288818,36.8400001525879,-0.780081483472512,-0.319176874405842,-0.356813869585118,-1.08042819009488,-0.794153789579425,-0.603317215077908,-0.765144888391197
Chile,1937,3181.24438476563,,,37.9551582336426,,,,,,1950,0.48114435455918,-0.42139698772883,78.8851783752441,Chile.1950,3181.24438476563,48.1509131585856,73.3985182722623,5,79.8000030517578,50.2999992370606,74.4300003051758,0.154124943494082,0.117859252049499,0.183437157794591,0.17981893004301,0.0553333184381302,0.0999576598650691,-0.765144888391197
Colombia,1937,1750.83679199219,,,37.0407047271729,,,,,,1950,0.493696943204993,-0.384751333522183,75.0272109985352,Colombia.1950,1750.83679199219,28.3530066391647,55.5,6.80000019073486,67.9000015258789,55.7999992370606,60.9599990844727,-0.443053652215151,-0.411747772044852,-0.0960835698433309,0.0183314443817624,0.159102112214734,-0.0996835342470241,-0.765144888391197
Costa_Rica,1937,1801.72412109375,,,45.4099979400635,,,,,,1950,0.569598101585688,-0.170745784126544,79.7228744506836,Costa_Rica.1950,1801.72412109375,24.9659771617647,71.2,6.69999980926514,78.5,41.4000015258789,64.870002746582,-0.414403441204562,-0.538966866431841,0.153026227822211,0.163394012133032,-0.139390825811534,-0.0375161210421711,-0.765144888391197
Cuba,1937,1779.43542480469,,,45.8823566436768,,,,,,1950,0.580301022026447,-0.141312969247272,79.0664756774902,Cuba.1950,1779.43542480469,44.4368621436483,74.7829978947707,4.09999990463257,89.5,81.5,94.1600036621094,-0.426851355801225,0.0375885025629334,0.202123967675904,0.294534012625478,0.537931276747036,0.335094071237509,-0.765144888391197
Dominican_Republic,1937,,,,41.80442237854,,,,,,1950,0.553651859220628,-0.214857913768709,75.5066955566406,Dominican_Republic.1950,1026.78833007813,17.3982267534864,28.2969395896931,7.40000009536743,53.5999984741211,23.2999992370605,61.7999992370606,-0.976711688098654,-0.900112560578718,-0.76971293350122,-0.218155573046466,-0.714218415672309,-0.0859980784885757,-0.765144888391197
El_Salvador,1937,1064.96813964844,,,31.0826511383057,,,,,,1950,0.443957194515961,-0.532883793883052,70.0127208709717,El_Salvador.1950,1064.96813964844,37,32.9,6.5,74.8000030517578,50,77,-0.940202609827074,-0.145562938242554,-0.618993932824393,0.115113313124001,0.0493512619283649,0.133903991246762,-0.765144888391197
Guatemala,1937,2206.2802734375,,,32.1343002319336,,,,,,1950,0.459821519807872,-0.484742636472963,69.8842895507813,Guatemala.1950,2206.2802734375,24.4230779019177,22.5,7.09999990463257,51.2000007629395,18,35.7999992370605,-0.211839529441196,-0.560952349937049,-0.998951281385345,-0.263965065708709,-0.972299985603616,-0.631953558511425,-0.765144888391197
Honduras,1937,1062.96301269531,,,36.9251747131348,,,,,,1950,0.495041328789237,-0.380852461287075,74.5900848388672,Honduras.1950,1062.96301269531,31,34.478747328593,7.5,72.8000030517578,48.2000007629395,74.5899963378906,-0.942087189170136,-0.322493646401632,-0.572123475837426,0.088011384467058,0.012687293385393,0.102104970263629,-0.765144888391197
Mexico,1937,1795.86987304688,,,35.2365016937256,,,,,,1950,0.465186349359664,-0.468665470064148,75.7470672607422,Mexico.1950,1795.86987304688,33.0071665167883,42.5314629798495,6.90000009536743,82.3000030517578,65.9000015258789,95.2399978637695,-0.417657979222898,-0.259756145822274,-0.362222483148007,0.210666532108589,0.32546672116314,0.346498568581769,-0.765144888391197
Panama,1937,,,,36.1658363342285,,,,,,1950,0.452044130639482,-0.508228124122837,80.0051010131836,Panama.1950,2112.51586914063,29.1927276728092,55.4375010693071,5.69999980926514,75.3000030517578,42.4000015258789,65.3000030517578,-0.255267900477705,-0.382561224932274,-0.0972103112374061,0.121775562678508,-0.11552334527416,-0.0309093475901152,-0.765144888391197
Peru,1937,1926.0224609375,,,34.2967624664307,,,,,,1950,0.462022408555007,-0.478135207049693,74.2318161010742,Peru.1950,1926.0224609375,31.4896236536067,40.3025318210367,6.90000009536743,55.9000015258789,41.2999992370605,54.9700012207031,-0.34769051744866,-0.306822767143875,-0.416052299273106,-0.176140205197697,-0.141809262005904,-0.203113826527638,-0.765144888391197
Uruguay,1937,3462.25927734375,,,52.2034072875977,,,,,,1950,0.677765326621404,0.124405679301339,77.0228355407715,Uruguay.1950,3462.25927734375,52.9455155935602,79.5,2.70000004768372,83.5,91.1999969482422,79.3300018310547,0.238773853589915,0.212782526234372,0.263290431064567,0.225142019201479,0.650383120118247,0.16371495978848,-0.765144888391197
Venezuela,1937,3895.8876953125,,,36.5334243774414,,,,,,1950,0.49399085013267,-0.383898556388261,73.9556701660156,Venezuela.1950,3895.8876953125,31.5620881742032,39.9609291998014,6.5,89.9000015258789,82,98.9899978637695,0.356774067008434,-0.304524191882362,-0.424564383837435,0.298993345795312,0.544047503764472,0.385117382744529,-0.765144888391197
Argentina,1938,4071.91528320312,,,54.0856170654297,,,,,,1950,0.710386821517835,0.214473364594247,76.1354454040527,Argentina.1950,4071.91528320312,55.4515675719898,80.6,3.20000004768372,84.1999969482422,74.3000030517578,81.3199996948242,0.400965981599528,0.259029132518842,0.277032058916864,0.233490272348795,0.445439249297388,0.188490554400447,-0.732305746913494
Bolivia,1938,,,,34.3924789428711,,,,,,1950,0.485446896710524,-0.4087858421822,70.847046661377,Bolivia.1950,1689.82458496094,28.3241850547188,27.3232454987801,6.80000019073486,39.5999984741211,14.3999996185303,35.1699981689453,-0.478522765051198,-0.412764815623368,-0.804728767239407,-0.520875532927193,-1.19544356340878,-0.649708036184003,-0.732305746913494
Brazil,1938,1275.98779296875,,,42.4303646087647,,,,,,1950,0.58132966770485,-0.138490565961625,72.9884727478027,Brazil.1950,1275.98779296875,31.4654430221822,43.1567113588796,6.19999980926514,22.6299991607666,21.5100002288818,36.8400001525879,-0.759426874479986,-0.307590954166475,-0.347628649613065,-1.08042819009488,-0.794153789579425,-0.603317215077908,-0.732305746913494
Chile,1938,3160.888671875,,,38.3605651855469,,,,,,1950,0.486283557642119,-0.406339739011541,78.8851783752441,Chile.1950,3160.888671875,48.7976463685691,73.164147313905,5,79.8000030517578,50.2999992370606,74.4300003051758,0.14770572062139,0.131201230656939,0.180238919591207,0.17981893004301,0.0553333184381302,0.0999576598650691,-0.732305746913494
Colombia,1938,1842.99475097656,,,37.5187911987305,,,,,,1950,0.500069117582726,-0.366313495495023,75.0272109985352,Colombia.1950,1842.99475097656,28.819033673498,56,6.80000019073486,67.9000015258789,55.7999992370606,60.9599990844727,-0.391755662120792,-0.395444790596551,-0.0871148998605698,0.0183314443817624,0.159102112214734,-0.0996835342470241,-0.732305746913494
Costa_Rica,1938,1876.27124023438,,,45.6474266052246,,,,,,1950,0.572576276504707,-0.162543128499636,79.7228744506836,Costa_Rica.1950,1876.27124023438,25.7635918033313,71.8,6.69999980926514,78.5,41.4000015258789,64.870002746582,-0.373861068238507,-0.507518526011418,0.161417885458459,0.163394012133032,-0.139390825811534,-0.0375161210421711,-0.732305746913494
Cuba,1938,1357.7236328125,,,44.2819423675537,,,,,,1950,0.560059645862785,-0.19709074221335,79.0664756774902,Cuba.1950,1357.7236328125,45.256839569808,75.2378295397323,4.09999990463257,89.5,81.5,94.1600036621094,-0.697337994739819,0.0558729585510283,0.208187566261697,0.294534012625478,0.537931276747036,0.335094071237509,-0.732305746913494
Dominican_Republic,1938,,,,41.9769954681397,,,,,,1950,0.555937392819038,-0.208513938705127,75.5066955566406,Dominican_Republic.1950,1026.78833007813,17.8550211901684,28.8350641301058,7.40000009536743,53.5999984741211,23.2999992370605,61.7999992370606,-0.976711688098654,-0.874196083049226,-0.750874439493856,-0.218155573046466,-0.714218415672309,-0.0859980784885757,-0.732305746913494
El_Salvador,1938,977.358520507813,,,31.1594753265381,,,,,,1950,0.445054483512542,-0.529523785681128,70.0127208709717,El_Salvador.1950,977.358520507813,37,33.6,6.5,74.8000030517578,50,77,-1.02604922636919,-0.145562938242554,-0.597940523626561,0.115113313124001,0.0493512619283649,0.133903991246762,-0.732305746913494
Guatemala,1938,2224.17065429688,,,32.302996635437,,,,,,1950,0.462235458685805,-0.477496478388526,69.8842895507813,Guatemala.1950,2224.17065429688,24.3929275079449,23,7.09999990463257,51.2000007629395,18,35.7999992370605,-0.20376338622625,-0.562187616835827,-0.97697237466657,-0.263965065708709,-0.972299985603616,-0.631953558511425,-0.732305746913494
Honduras,1938,1104.54541015625,,,36.3428344726563,,,,,,1950,0.487234121682066,-0.403563044881089,74.5900848388672,Honduras.1950,1104.54541015625,31,34.6115743033331,7.5,72.8000030517578,48.2000007629395,74.5899963378906,-0.903713635917484,-0.322493646401632,-0.568278447033153,0.088011384467058,0.012687293385393,0.102104970263629,-0.732305746913494
Mexico,1938,1794.26538085938,,,35.8259963989258,,,,,,1950,0.472968758983142,-0.445513259417776,75.7470672607422,Mexico.1950,1794.26538085938,33.7720527448458,43.6746136793187,6.90000009536743,82.3000030517578,65.9000015258789,95.2399978637695,-0.418551813120981,-0.236847232288556,-0.335699579965179,0.210666532108589,0.32546672116314,0.346498568581769,-0.732305746913494
Panama,1938,,,,37.1961078643799,,,,,,1950,0.464921703658002,-0.46945626788938,80.0051010131836,Panama.1950,2112.51586914063,29.7155359876817,56.7626876694951,5.69999980926514,75.3000030517578,42.4000015258789,65.3000030517578,-0.255267900477705,-0.364810844617445,-0.0735873879539026,0.121775562678508,-0.11552334527416,-0.0309093475901152,-0.732305746913494
Peru,1938,1924.9638671875,,,34.3871898651123,,,,,,1950,0.463240584310784,-0.474485175849465,74.2318161010742,Peru.1950,1924.9638671875,32.3008131639112,40.8316175753278,6.90000009536743,55.9000015258789,41.2999992370605,54.9700012207031,-0.348240295446537,-0.281388445621773,-0.403009868725253,-0.176140205197697,-0.141809262005904,-0.203113826527638,-0.732305746913494
Uruguay,1938,3676.2294921875,,,52.7768306732178,,,,,,1950,0.685210175692386,0.144836079548369,77.0228355407715,Uruguay.1950,3676.2294921875,53.5452260681528,80,2.70000004768372,83.5,91.1999969482422,79.3300018310547,0.298740139692887,0.224045792978863,0.269560044078162,0.225142019201479,0.650383120118247,0.16371495978848,-0.732305746913494
Venezuela,1938,4144.36865234375,,,37.4407901763916,,,,,,1950,0.50625989991497,-0.348499860566558,73.9556701660156,Venezuela.1950,4144.36865234375,32.2336125162529,40.6143279000463,6.5,89.9000015258789,82,98.9899978637695,0.41860296879018,-0.283471075822304,-0.408345682301955,0.298993345795312,0.544047503764472,0.385117382744529,-0.732305746913494
Argentina,1939,4147.90966796875,,,54.4602069854736,,,,,,1950,0.715306867864921,0.228205444810182,76.1354454040527,Argentina.1950,4147.90966796875,56.1512089660432,81.3,3.20000004768372,84.1999969482422,74.3000030517578,81.3199996948242,0.419457020162662,0.271567361072888,0.285679425958046,0.233490272348795,0.445439249297388,0.188490554400447,-0.699466605435791
Bolivia,1939,,,,34.5836544036865,,,,,,1950,0.488145321977694,-0.400903737666409,70.847046661377,Bolivia.1950,1689.82458496094,28.9174900689596,27.6572777291871,6.80000019073486,39.5999984741211,14.3999996185303,35.1699981689453,-0.478522765051198,-0.392034246126076,-0.792577688248599,-0.520875532927193,-1.19544356340878,-0.649708036184003,-0.699466605435791
Brazil,1939,1262.77648925781,,,42.7849559783936,,,,,,1950,0.586187850871035,-0.125174234926699,72.9884727478027,Brazil.1950,1262.77648925781,31.8229656436989,43.5675335191597,6.19999980926514,22.6299991607666,21.5100002288818,36.8400001525879,-0.769834633135512,-0.296292631700974,-0.338154361681796,-1.08042819009488,-0.794153789579425,-0.603317215077908,-0.699466605435791
Chile,1939,3169.2548828125,,,38.7721977233887,,,,,,1950,0.491501680315097,-0.391128320817134,78.8851783752441,Chile.1950,3169.2548828125,49.4454837090784,73.0187111345773,5,79.8000030517578,50.2999992370606,74.4300003051758,0.150349014801515,0.144389872557643,0.178249134621122,0.17981893004301,0.0553333184381302,0.0999576598650691,-0.699466605435791
Colombia,1939,1904.87255859375,,,37.7396259307861,,,,,,1950,0.503012512773838,-0.357832142077497,75.0272109985352,Colombia.1950,1904.87255859375,29.2749229950863,56.5,6.80000019073486,67.9000015258789,55.7999992370606,60.9599990844727,-0.358732384753028,-0.379749571804876,-0.078225952443324,0.0183314443817624,0.159102112214734,-0.0996835342470241,-0.699466605435791
