ctry,year,iurban,igdp_pc,ilit,itfr,Ex,water,sewage,elec
Chile,1965,71.6959991455078,4577.138671875,86,5,58.9915199279785,,,
Chile,1966,72.427001953125,4984.45361328125,86.4,4.79899978637695,59.6197414398193,,,
Chile,1967,73.1460037231445,5045.8056640625,86.8,4.59299993515015,60.3261661529541,,,
Chile,1968,73.8539962768555,5127.64501953125,87.2,4.39200019836426,60.7758617401123,,,
Chile,1969,74.5469970703125,5220.4384765625,87.6,4.2020001411438,61.1189346313477,,,
Chile,1970,75.2269973754883,5231.42919921875,88,4.02299976348877,62.0881366729736,79.8000030517578,50.2999992370606,74.4300003051758
Chile,1971,75.8830032348633,5597.30908203125,88.4,3.8510000705719,62.3408126831055,,,
Chile,1972,76.5279998779297,5428.56005859375,88.8,3.67899990081787,62.2077236175537,,,
Chile,1973,77.1589965820313,5033.68017578125,89.2,3.50399994850159,63.7716903686524,,,
Chile,1974,77.7779998779297,4991.98583984375,89.6,3.32999992370605,65.0969486236572,,,
Chile,1975,78.3860015869141,4273.29248046875,90,3.16300010681152,65.9421653747559,,,
Chile,1976,78.9820022583008,4347.025390625,90.4,3.01300001144409,65.9794883728027,,,
Chile,1977,79.5650024414063,4700.08447265625,90.8,2.88700008392334,66.7471828460693,,,
Chile,1978,80.1360015869141,5010.66064453125,91.2,2.78800010681152,67.0564975738525,,,
Chile,1979,80.6949996948242,5344.6611328125,91.6,2.71799993515015,67.3002967834473,,,
Chile,1980,81.2429962158203,5680.4150390625,92,2.67499995231628,67.8576774597168,,,
Chile,1981,81.7779998779297,5932.44580078125,92.064998626709,2.65599989891052,69.0024337768555,,,
Chile,1982,82.2259979248047,5034.9482421875,92.129997253418,2.65000009536743,69.4754676818848,80.6999969482422,61.2000007629395,84.4800033569336
Chile,1983,82.359001159668,4810.22900390625,92.2816111028257,2.65100002288818,69.1608924865723,,,
Chile,1984,82.4919967651367,5010.88818359375,92.5124275530504,2.65499997138977,69.5275764465332,,,
Chile,1985,82.6240005493164,5029.55419921875,92.7826364220753,2.65700006484985,70.280158996582,,,
Chile,1986,82.754997253418,5227.4189453125,93.064998626709,2.65599989891052,71.0773811340332,,,
Chile,1987,82.8850021362305,5480.24365234375,93.3402471823734,2.65300011634827,71.3765869140625,,,
Chile,1988,83.0139999389649,5780.3974609375,93.5943695425846,2.6489999294281,71.8098869323731,,,
Chile,1989,83.1429977416992,6282.8974609375,93.8169307086049,2.64000010490418,71.9147758483887,,,
Chile,1990,83.2710037231445,6400.9443359375,94,2.62400007247925,71.9183158874512,90.4000015258789,84.8000030517578,90.5599975585938
Chile,1991,83.3980026245117,6784.48779296875,94.1450004577637,2.59699988365173,72.9254188537598,90.9000015258789,85.5,
Chile,1992,83.5640029907227,7482.81103515625,94.2900009155274,2.55900001525879,73.5461540222168,91.3000030517578,86.1999969482422,90.6800003051758
Chile,1993,83.8960037231445,7869.48681640625,94.4515860484719,2.50999999046326,73.5750274658203,91.8000030517578,86.9000015258789,
Chile,1994,84.2229995727539,8181.67822265625,94.6217610829987,2.45300006866455,74.0446472167969,92.1999969482422,87.5999984741211,
Chile,1995,84.5449981689453,8910.443359375,94.8024838590906,2.38800001144409,73.9811096191406,92.6999969482422,88.1999969482422,
Chile,1996,84.8610000610352,9427,94.996356120505,2.32100009918213,74.3414573669434,93.0999984741211,88.9000015258789,
Chile,1997,85.1719970703125,9906.158203125,95.2069119423212,2.25399994850159,74.9992027282715,93.5,89.5999984741211,
Chile,1998,85.4769973754883,10088.4287109375,95.4390764509309,2.19199991226196,75.058479309082,94,90.3000030517578,
Chile,1999,85.7779998779297,9883.6083984375,95.6999249397496,2.13499999046326,75.2561874389649,94.4000015258789,90.9000015258789,
Chile,2000,86.072998046875,10198.9287109375,96,2.08699989318848,76.0357437133789,94.8000030517578,91.5999984741211,97.9400024414063
Chile,2001,86.3629989624024,10421.4873046875,96.3600006103516,2.04699993133545,75.9554786682129,95.1999969482422,92.3000030517578,
Chile,2002,86.6480026245117,10532.654296875,96.7200012207031,2.01399993896484,76.5003051757813,95.5999984741211,92.9000015258789,97.6600036621094
Chile,2003,86.9219970703125,10837.392578125,97.0694804986832,1.98500001430511,76.5344047546387,96,93.5999984741211,
Chile,2004,87.186996459961,11485.2734375,97.4177508182476,1.96000003814697,76.9328460693359,96.4000015258789,94.1999969482422,
Chile,2005,87.443000793457,12079.853515625,97.7637722678396,1.93900001049042,77.023624420166,96.6999969482422,94.8000030517578,
Chile,2006,87.6890029907227,12648.0087890625,98.1048328350535,1.91999995708466,77.2912063598633,97,95.4000015258789,
Chile,2007,87.9260025024414,13176.0517578125,98.4309285669429,1.90299999713898,76.9642143249512,97.4000015258789,96,
Chile,2008,88.1549987792969,13479.0849609375,98.6500015258789,1.88800001144409,77.6348419189453,97.6999969482422,96.5999984741211,
Chile,2009,88.375,13210.0859375,98.5500030517578,1.87300002574921,77.8351783752441,97.9000015258789,97.1999969482422,
Chile,2010,88.5859985351563,13883.1845703125,98.5500030517578,1.85800004005432,77.5461273193359,98.1999969482422,97.8000030517578,99.5899963378906
