ctry,year,sex,pred_lag
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-9
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-10
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-9
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-8
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-8
Costa_Rica,1950,total,-11
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-10
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-10
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-8
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-10
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-8
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-8
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-8
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-8
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-8
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-10
Costa_Rica,1950,total,-8
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-8
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-4
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-7
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-5
Costa_Rica,1950,total,-6
Costa_Rica,1950,total,-6
Costa_Rica,1970,total,4
Costa_Rica,1970,total,4
Costa_Rica,1970,total,2
Costa_Rica,1970,total,5
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-5
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,4
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-4
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,5
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,4
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,4
Costa_Rica,1970,total,5
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,0
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-4
Costa_Rica,1970,total,-4
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,0
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,5
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,5
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-6
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,0
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-7
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,6
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,4
Costa_Rica,1970,total,4
Costa_Rica,1970,total,5
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,-4
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-5
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,0
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,0
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,4
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,4
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,5
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,4
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,0
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,2
Costa_Rica,1970,total,5
Costa_Rica,1970,total,1
Costa_Rica,1970,total,5
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,5
Costa_Rica,1970,total,4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,5
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-6
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-4
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-4
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,4
Costa_Rica,1970,total,3
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,5
Costa_Rica,1970,total,1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,-4
Costa_Rica,1970,total,0
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-5
Costa_Rica,1970,total,1
Costa_Rica,1970,total,2
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-1
Costa_Rica,1970,total,1
Costa_Rica,1970,total,0
Costa_Rica,1970,total,-2
Costa_Rica,1970,total,1
Costa_Rica,1970,total,3
Costa_Rica,1970,total,-5
Costa_Rica,1970,total,-5
Costa_Rica,1970,total,-3
Costa_Rica,1970,total,2
Costa_Rica,1970,total,-2
